state,group,year,halfyear,chipMedicaidEnroll,suppression,totalRX
MO,0,2015,2,948576,F,26941
MO,0,2016,1,964598,F,26681
MO,0,2016,1,964598,T,0
MO,0,2016,2,976256,T,0
MO,0,2016,2,976256,F,27708
MS,0,2011,1,687469,F,1450
MS,0,2011,1,687469,T,0
MS,0,2011,2,690583,F,3624
MS,0,2011,2,690583,T,0
MS,0,2012,1,692750,F,2623
MS,0,2012,1,692750,T,0
MS,0,2012,2,691658,F,2616
MS,0,2012,2,691658,T,0
MS,0,2013,1,692641,T,0
MS,0,2013,1,692641,F,3056
MS,0,2013,2,695009,F,3498
MS,0,2013,2,695009,T,0
MS,0,2014,1,687967,F,4005
MS,0,2014,1,687967,T,0
MS,0,2014,2,714084,F,4018
MS,0,2014,2,714084,T,0
MS,0,2015,1,712828,F,4118
MS,0,2015,1,712828,T,0
MS,0,2015,2,693365,T,0
MS,0,2015,2,693365,F,4120
MS,0,2016,1,699103,T,0
MS,0,2016,1,699103,F,4250
MS,0,2016,2,684094,T,0
MS,0,2016,2,684094,F,4184
MT,0,2011,1,137239,T,0
MT,0,2011,1,137239,F,2635
MT,0,2011,2,132501,T,0
MT,0,2011,2,132501,F,2598
MT,0,2012,1,144144,T,0
MT,0,2012,1,144144,F,2668
MT,0,2012,2,140437,F,3062
MT,0,2012,2,140437,T,0
MT,0,2013,1,152619,T,0
MT,0,2013,1,152619,F,2761
MT,0,2013,2,148144,T,0
MT,0,2013,2,148144,F,2831
MT,0,2014,1,168500,T,0
MT,0,2014,1,168500,F,3085
MT,0,2014,2,167328,T,0
MT,0,2014,2,167328,F,3099
MT,0,2015,1,177652,T,0
MT,0,2015,1,177652,F,3121
MT,0,2015,2,185716,F,2776
MT,0,2015,2,185716,T,0
MT,0,2016,1,239983,F,3752
MT,0,2016,1,239983,T,0
MT,0,2016,2,245360,T,0
MT,0,2016,2,245360,F,3611
NC,0,2011,1,1584385,F,16390
NC,0,2011,1,1584385,T,0
NC,0,2011,2,1629599,F,15306
NC,0,2011,2,1629599,T,0
NC,0,2012,1,1661666,T,0
NC,0,2012,1,1661666,F,14973
NC,0,2012,2,1696569,T,0
NC,0,2012,2,1696569,F,14433
NC,0,2013,1,1699943,T,0
NC,0,2013,1,1699943,F,19072
NC,0,2013,2,1691981,T,0
NC,0,2013,2,1691981,F,16362
NC,0,2014,1,1809993,F,16722
NC,0,2014,1,1809993,T,0
NC,0,2014,2,1821459,F,20948
NC,0,2014,2,1821459,T,0
NC,0,2015,1,2000049,T,0
NC,0,2015,1,2000049,F,19277
NC,0,2015,2,2000804,T,0
NC,0,2015,2,2000804,F,21185
NC,0,2016,1,2047693,T,0
NC,0,2016,1,2047693,F,22961
NC,0,2016,2,2084900,T,0
NC,0,2016,2,2084900,F,23315
NE,0,2011,1,236596,T,0
NE,0,2011,1,236596,F,2730
NE,0,2011,2,237169,T,0
NE,0,2011,2,237169,F,3187
NE,0,2012,1,236616,F,3303
NE,0,2012,1,236616,T,0
NE,0,2012,2,239295,F,3668
NE,0,2012,2,239295,T,0
NE,0,2013,1,244432,F,3590
NE,0,2013,1,244432,T,0
NE,0,2013,2,233139,F,3261
NE,0,2013,2,233139,T,0
NE,0,2014,1,238506,T,0
NE,0,2014,1,238506,F,3530
NE,0,2014,2,240058,T,0
NE,0,2014,2,240058,F,2691
NE,0,2015,1,237498,T,0
NE,0,2015,1,237498,F,2355
NE,0,2015,2,237979,T,0
NE,0,2015,2,237979,F,2192
NE,0,2016,1,240748,T,0
NE,0,2016,1,240748,F,3227
NE,0,2016,2,243657,F,2599
NE,0,2016,2,243657,T,0
NH,0,2011,1,142838,T,0
NH,0,2011,1,142838,F,3600
NH,0,2011,2,142986,T,0
NH,0,2011,2,142986,F,3440
NH,0,2012,1,142868,T,0
NH,0,2012,1,142868,F,3241
NH,0,2012,2,150462,T,0
NH,0,2012,2,150462,F,3936
NH,0,2013,1,151415,T,0
NH,0,2013,1,151415,F,3446
NH,0,2013,2,148211,T,0
NH,0,2013,2,148211,F,3001
NH,0,2014,1,137163,T,0
NH,0,2014,1,137163,F,2642
NH,0,2014,2,167330,T,0
NH,0,2014,2,167330,F,3117
NH,0,2015,1,181243,T,0
NH,0,2015,1,181243,F,3235
NH,0,2015,2,189687,T,0
NH,0,2015,2,189687,F,3866
NH,0,2016,1,190009,T,0
NH,0,2016,1,190009,F,3885
NH,0,2016,2,191363,T,0
NH,0,2016,2,191363,F,3328
NJ,1,2011,1,1064318,F,7801
NJ,1,2011,1,1064318,T,0
NJ,1,2011,2,1134594,F,7083
NJ,1,2011,2,1134594,T,0
NJ,1,2012,1,1149137,T,0
NJ,1,2012,1,1149137,F,10448
NJ,1,2012,2,1155534,T,0
NJ,1,2012,2,1155534,F,10632
NJ,1,2013,1,1157176,T,0
NJ,1,2013,1,1157176,F,12378
NJ,1,2013,2,1132464,F,10483
NJ,1,2013,2,1132464,T,0
NJ,1,2014,1,1534404,T,0
NJ,1,2014,1,1534404,F,14764
NJ,1,2014,2,1672822,F,13706
NJ,1,2014,2,1672822,T,0
NJ,1,2015,1,1790621,T,0
NJ,1,2015,1,1790621,F,17102
NJ,1,2015,2,1737333,T,0
NJ,1,2015,2,1737333,F,17396
NJ,1,2016,1,1780412,T,0
NJ,1,2016,1,1780412,F,20684
NJ,1,2016,2,1795251,F,21026
NJ,1,2016,2,1795251,T,0
NM,1,2011,1,517565,F,2608
NM,1,2011,1,517565,T,0
NM,1,2011,2,515325,T,0
NM,1,2011,2,515325,F,1883
NM,1,2012,1,516826,T,0
NM,1,2012,1,516826,F,2792
NM,1,2012,2,518127,T,0
NM,1,2012,2,518127,F,2636
NM,1,2013,1,515362,T,0
NM,1,2013,1,515362,F,3583
NM,1,2013,2,508548,F,2185
NM,1,2013,2,508548,T,0
NM,1,2014,1,691524,T,0
NM,1,2014,1,691524,F,1216
NM,1,2014,2,687942,F,5959
NM,1,2014,2,687942,T,0
NM,1,2015,1,711541,T,0
NM,1,2015,1,711541,F,4256
NM,1,2015,2,738231,F,3906
NM,1,2015,2,738231,T,0
NM,1,2016,1,757248,F,3970
NM,1,2016,1,757248,T,0
NM,1,2016,2,775020,T,0
NM,1,2016,2,775020,F,5654
NV,1,2011,1,312039,T,0
NV,1,2011,1,312039,F,2282
NV,1,2011,2,321564,F,2304
NV,1,2011,2,321564,T,0
NV,1,2012,1,325717,T,0
NV,1,2012,1,325717,F,3068
NV,1,2012,2,326580,T,0
NV,1,2012,2,326580,F,3223
NV,1,2013,1,334766,T,0
NV,1,2013,1,334766,F,3883
NV,1,2013,2,353416,T,0
NV,1,2013,2,353416,F,2815
NV,1,2014,1,507572,T,0
NV,1,2014,1,507572,F,4462
NV,1,2014,2,548377,T,0
NV,1,2014,2,548377,F,4933
NV,1,2015,1,563484,T,0
NV,1,2015,1,563484,F,7113
NV,1,2015,2,596516,T,0
NV,1,2015,2,596516,F,7281
NV,1,2016,1,608960,T,0
NV,1,2016,1,608960,F,9501
NV,1,2016,2,623574,T,0
NV,1,2016,2,623574,F,7314
NY,1,2011,1,5312152,F,37179
NY,1,2011,1,5312152,T,0
NY,1,2011,2,5364978,F,38050
NY,1,2011,2,5364978,T,0
NY,1,2012,1,5456462,T,0
NY,1,2012,1,5456462,F,45706
NY,1,2012,2,5544018,T,0
NY,1,2012,2,5544018,F,43401
NY,1,2013,1,5606337,T,0
NY,1,2013,1,5606337,F,50097
NY,1,2013,2,5622123,T,0
NY,1,2013,2,5622123,F,52782
NY,1,2014,1,6093172,T,0
NY,1,2014,1,6093172,F,60898
NY,1,2014,2,6300006,T,0
NY,1,2014,2,6300006,F,59407
NY,1,2015,1,6479343,T,0
NY,1,2015,1,6479343,F,62195
NY,1,2015,2,6620649,T,0
NY,1,2015,2,6620649,F,53809
NY,1,2016,1,6413404,F,66403
NY,1,2016,1,6413404,T,0
NY,1,2016,2,6420227,T,0
NY,1,2016,2,6420227,F,52338
OH,1,2011,1,2155341,F,30491
OH,1,2011,1,2155341,T,0
OH,1,2011,2,2179799,F,22273
OH,1,2011,2,2179799,T,0
OH,1,2012,1,2219173,F,38135
OH,1,2012,1,2219173,T,0
OH,1,2012,2,2219829,T,0
OH,1,2012,2,2219829,F,48412
OH,1,2013,1,2223352,T,0
OH,1,2013,1,2223352,F,49760
OH,1,2013,2,2227795,F,45228
OH,1,2013,2,2227795,T,0
OH,1,2014,1,2634261,T,0
OH,1,2014,1,2634261,F,48579
OH,1,2014,2,2900815,T,0
OH,1,2014,2,2900815,F,54587
OH,1,2015,1,2988691,T,0
OH,1,2015,1,2988691,F,71875
OH,1,2015,2,2932001,T,0
OH,1,2015,2,2932001,F,88043
OH,1,2016,1,2979371,F,91397
OH,1,2016,1,2979371,T,0
OH,1,2016,2,2910351,F,83845
OH,1,2016,2,2910351,T,0
OK,0,2011,1,687674,F,7302
OK,0,2011,1,687674,T,0
OK,0,2011,2,711570,F,7436
OK,0,2011,2,711570,T,0
OK,0,2012,1,723617,F,8076
OK,0,2012,1,723617,T,0
OK,0,2012,2,740668,F,11306
OK,0,2012,2,740668,T,0
OK,0,2013,1,737317,F,13540
OK,0,2013,1,737317,T,0
OK,0,2013,2,753567,F,12546
OK,0,2013,2,753567,T,0
OK,0,2014,1,797155,F,12797
OK,0,2014,1,797155,T,0
OK,0,2014,2,799478,F,10232
OK,0,2014,2,799478,T,0
OK,0,2015,1,815810,F,10227
OK,0,2015,1,815810,T,0
OK,0,2015,2,781927,F,11266
OK,0,2015,2,781927,T,0
OK,0,2016,1,780782,F,10835
OK,0,2016,1,780782,T,0
OK,0,2016,2,804355,F,11199
OK,0,2016,2,804355,T,0
OR,1,2011,1,609602,F,10558
OR,1,2011,1,609602,T,0
OR,1,2011,2,627741,F,10020
OR,1,2011,2,627741,T,0
OR,1,2012,1,641157,F,9559
OR,1,2012,1,641157,T,0
OR,1,2012,2,643495,T,0
OR,1,2012,2,643495,F,7578
OR,1,2013,1,648987,T,0
OR,1,2013,1,648987,F,13387
OR,1,2013,2,638299,T,0
OR,1,2013,2,638299,F,8842
OR,1,2014,1,984878,T,0
OR,1,2014,1,984878,F,13721
OR,1,2014,2,1036190,T,0
OR,1,2014,2,1036190,F,12824
OR,1,2015,1,1064251,T,0
OR,1,2015,1,1064251,F,17026
OR,1,2015,2,1044686,T,0
OR,1,2015,2,1044686,F,12775
OR,1,2016,1,1049229,T,0
OR,1,2016,1,1049229,F,15891
OR,1,2016,2,986111,T,0
OR,1,2016,2,986111,F,14283
PA,0,2011,1,2407208,F,26824
PA,0,2011,1,2407208,T,0
PA,0,2011,2,2279613,T,0
PA,0,2011,2,2279613,F,23073
PA,0,2012,1,2288779,F,22246
PA,0,2012,1,2288779,T,0
PA,0,2012,2,2270286,T,0
PA,0,2012,2,2270286,F,20228
PA,0,2013,1,2281573,T,0
PA,0,2013,1,2281573,F,20760
PA,0,2013,2,2322901,T,0
PA,0,2013,2,2322901,F,23047
PA,0,2014,1,2403735,T,0
PA,0,2014,1,2403735,F,23627
PA,0,2014,2,2403656,T,0
PA,0,2014,2,2403656,F,24649
PA,0,2015,1,2642887,T,0
PA,0,2015,1,2642887,F,26679
PA,0,2015,2,2769810,F,30536
PA,0,2015,2,2769810,T,0
PA,0,2016,1,2855265,F,30538
PA,0,2016,1,2855265,T,0
PA,0,2016,2,2918260,F,28345
PA,0,2016,2,2918260,T,0
RI,1,2011,1,185832,T,0
RI,1,2011,1,185832,F,505
RI,1,2011,2,187433,T,0
RI,1,2011,2,187433,F,446
RI,1,2012,1,187409,T,0
RI,1,2012,1,187409,F,1795
RI,1,2012,2,189544,T,0
RI,1,2012,2,189544,F,1215
RI,1,2013,1,193779,T,0
RI,1,2013,1,193779,F,486
RI,1,2013,2,190447,T,0
RI,1,2013,2,190447,F,372
RI,1,2014,1,255612,T,0
RI,1,2014,1,255612,F,342
RI,1,2014,2,263426,T,0
RI,1,2014,2,263426,F,299
RI,1,2015,1,274674,T,0
RI,1,2015,1,274674,F,264
RI,1,2015,2,280350,T,0
RI,1,2015,2,280350,F,139
RI,1,2016,1,285580,T,0
RI,1,2016,1,285580,F,2532
RI,1,2016,2,300924,F,2688
RI,1,2016,2,300924,T,0
SC,0,2011,1,753440,T,0
SC,0,2011,1,753440,F,6293
SC,0,2011,2,766527,T,0
SC,0,2011,2,766527,F,6485
SC,0,2012,1,777809,F,6450
SC,0,2012,1,777809,T,0
SC,0,2012,2,840321,T,0
SC,0,2012,2,840321,F,7310
SC,0,2013,1,848485,T,0
SC,0,2013,1,848485,F,7154
SC,0,2013,2,844018,T,0
SC,0,2013,2,844018,F,6097
SC,0,2014,1,853352,T,0
SC,0,2014,1,853352,F,5793
SC,0,2014,2,995296,T,0
SC,0,2014,2,995296,F,5851
SC,0,2015,1,1009201,T,0
SC,0,2015,1,1009201,F,6034
SC,0,2015,2,936141,T,0
SC,0,2015,2,936141,F,6044
SC,0,2016,1,1016732,T,0
SC,0,2016,1,1016732,F,5614
SC,0,2016,2,1032898,T,0
SC,0,2016,2,1032898,F,6207
SD,0,2011,1,115117,T,0
SD,0,2011,1,115117,F,756
SD,0,2011,2,115407,T,0
SD,0,2011,2,115407,F,840
SD,0,2012,1,115958,T,0
SD,0,2012,1,115958,F,1057
SD,0,2012,2,115836,T,0
SD,0,2012,2,115836,F,925
SD,0,2013,1,115514,T,0
SD,0,2013,1,115514,F,1048
SD,0,2013,2,114012,T,0
SD,0,2013,2,114012,F,850
SD,0,2014,1,115927,T,0
SD,0,2014,1,115927,F,507
SD,0,2014,2,116878,T,0
SD,0,2014,2,116878,F,1022
SD,0,2015,1,118429,T,0
SD,0,2015,1,118429,F,1801
SD,0,2015,2,118295,T,0
SD,0,2015,2,118295,F,2125
SD,0,2016,1,119350,T,0
SD,0,2016,1,119350,F,2186
SD,0,2016,2,119956,T,0
SD,0,2016,2,119956,F,2014
TN,0,2011,1,1367983,F,13423
TN,0,2011,1,1367983,T,0
TN,0,2011,2,1402564,F,13692
TN,0,2011,2,1402564,T,0
TN,0,2012,1,1395207,F,13957
TN,0,2012,1,1395207,T,0
TN,0,2012,2,1393331,T,0
TN,0,2012,2,1393331,F,18348
TN,0,2013,1,1388477,T,0
TN,0,2013,1,1388477,F,20683
TN,0,2013,2,1357749,T,0
TN,0,2013,2,1357749,F,19163
TN,0,2014,1,1339752,T,0
TN,0,2014,1,1339752,F,20121
TN,0,2014,2,1425497,T,0
TN,0,2014,2,1425497,F,20666
TN,0,2015,1,1498455,T,0
TN,0,2015,1,1498455,F,19571
TN,0,2015,2,1564417,T,0
TN,0,2015,2,1564417,F,22157
TN,0,2016,1,1623164,T,0
TN,0,2016,1,1623164,F,21667
TN,0,2016,2,1636770,T,0
TN,0,2016,2,1636770,F,21954
TX,0,2011,1,4168025,F,23692
TX,0,2011,1,4168025,T,0
TX,0,2011,2,3249045,F,17778
TX,0,2011,2,3249045,T,0
TX,0,2012,1,4207017,F,9762
TX,0,2012,1,4207017,T,0
TX,0,2012,2,4203449,F,9818
TX,0,2012,2,4203449,T,0
TX,0,2013,1,4285836,F,12074
TX,0,2013,1,4285836,T,0
TX,0,2013,2,4211175,F,7816
TX,0,2013,2,4211175,T,0
TX,0,2014,1,4535706,T,0
TX,0,2014,1,4535706,F,4336
TX,0,2014,2,4704853,T,0
TX,0,2014,2,4704853,F,16419
TX,0,2015,1,4672896,T,0
TX,0,2015,1,4672896,F,25020
TX,0,2015,2,4727969,T,0
TX,0,2015,2,4727969,F,22425
TX,0,2016,1,4740159,F,21217
TX,0,2016,1,4740159,T,0
TX,0,2016,2,4799893,T,0
TX,0,2016,2,4799893,F,20836
UT,0,2011,1,310696,T,0
UT,0,2011,1,310696,F,2205
UT,0,2011,2,311031,T,0
UT,0,2011,2,311031,F,1672
UT,0,2012,1,319905,T,0
UT,0,2012,1,319905,F,2257
UT,0,2012,2,318078,T,0
UT,0,2012,2,318078,F,2342
UT,0,2013,1,325382,T,0
UT,0,2013,1,325382,F,2396
UT,0,2013,2,317277,F,2913
UT,0,2013,2,317277,T,0
UT,0,2014,1,332542,T,0
UT,0,2014,1,332542,F,3274
UT,0,2014,2,298773,F,2831
UT,0,2014,2,298773,T,0
UT,0,2015,1,308627,T,0
UT,0,2015,1,308627,F,3003
UT,0,2015,2,311057,T,0
UT,0,2015,2,311057,F,2632
UT,0,2016,1,313641,T,0
UT,0,2016,1,313641,F,2846
UT,0,2016,2,311117,T,0
UT,0,2016,2,311117,F,2272
VA,0,2011,1,916953,F,13457
VA,0,2011,1,916953,T,0
VA,0,2011,2,932403,F,14591
VA,0,2011,2,932403,T,0
VA,0,2012,1,946033,F,14226
VA,0,2012,1,946033,T,0
VA,0,2012,2,964650,F,21357
VA,0,2012,2,964650,T,0
VA,0,2013,1,965521,T,0
VA,0,2013,1,965521,F,20076
VA,0,2013,2,956216,T,0
VA,0,2013,2,956216,F,19550
VA,0,2014,1,1080252,T,0
VA,0,2014,1,1080252,F,17477
VA,0,2014,2,958583,T,0
VA,0,2014,2,958583,F,18656
VA,0,2015,1,978672,T,0
VA,0,2015,1,978672,F,18886
VA,0,2015,2,955868,T,0
VA,0,2015,2,955868,F,19069
VA,0,2016,1,983389,T,0
VA,0,2016,1,983389,F,18122
VA,0,2016,2,993220,T,0
VA,0,2016,2,993220,F,19137
VT,1,2011,1,143621,T,0
VT,1,2011,1,143621,F,1975
VT,1,2011,2,242852,F,2034
VT,1,2011,2,242852,T,0
VT,1,2012,1,145736,F,2175
VT,1,2012,1,145736,T,0
VT,1,2012,2,145989,F,2133
VT,1,2012,2,145989,T,0
VT,1,2013,1,146586,F,2475
VT,1,2013,1,146586,T,0
VT,1,2013,2,145342,T,0
VT,1,2013,2,145342,F,2299
VT,1,2014,1,188422,T,0
VT,1,2014,1,188422,F,2269
VT,1,2014,2,177819,T,0
VT,1,2014,2,177819,F,1773
VT,1,2015,1,184594,T,0
VT,1,2015,1,184594,F,2360
VT,1,2015,2,191415,T,0
VT,1,2015,2,191415,F,2628
VT,1,2016,1,185382,T,0
VT,1,2016,1,185382,F,2597
VT,1,2016,2,169092,T,0
VT,1,2016,2,169092,F,2435
WA,1,2011,1,1146160,F,9789
WA,1,2011,1,1146160,T,0
WA,1,2011,2,1161984,F,9800
WA,1,2011,2,1161984,T,0
WA,1,2012,1,1159173,T,0
WA,1,2012,1,1159173,F,9986
WA,1,2012,2,1164765,T,0
WA,1,2012,2,1164765,F,6173
WA,1,2013,1,1164426,T,0
WA,1,2013,1,1164426,F,6619
WA,1,2013,2,1160593,T,0
WA,1,2013,2,1160593,F,8296
WA,1,2014,1,1528973,T,0
WA,1,2014,1,1528973,F,9723
WA,1,2014,2,1644648,T,0
WA,1,2014,2,1644648,F,17504
WA,1,2015,1,1717320,T,0
WA,1,2015,1,1717320,F,15682
WA,1,2015,2,1779640,T,0
WA,1,2015,2,1779640,F,16580
WA,1,2016,1,1782166,F,19505
WA,1,2016,1,1782166,T,0
WA,1,2016,2,1818225,F,20382
WA,1,2016,2,1818225,T,0
WI,0,2011,1,1057870,F,17700
WI,0,2011,1,1057870,T,0
WI,0,2011,2,1061744,F,19471
WI,0,2011,2,1061744,T,0
WI,0,2012,1,1060168,T,0
WI,0,2012,1,1060168,F,19899
WI,0,2012,2,1041656,T,0
WI,0,2012,2,1041656,F,20490
WI,0,2013,1,1048560,T,0
WI,0,2013,1,1048560,F,21902
WI,0,2013,2,1036812,T,0
WI,0,2013,2,1036812,F,20003
WI,0,2014,1,1193576,T,0
WI,0,2014,1,1193576,F,21400
WI,0,2014,2,1034899,F,22283
WI,0,2014,2,1034899,T,0
WI,0,2015,1,1047631,T,0
WI,0,2015,1,1047631,F,23761
WI,0,2015,2,1044478,F,22907
WI,0,2015,2,1044478,T,0
WI,0,2016,1,1047259,F,23297
WI,0,2016,1,1047259,T,0
WI,0,2016,2,1037863,F,23330
WI,0,2016,2,1037863,T,0
WV,1,2011,1,359469,F,5972
WV,1,2011,1,359469,T,0
WV,1,2011,2,360488,F,5853
WV,1,2011,2,360488,T,0
WV,1,2012,1,358614,F,5886
WV,1,2012,1,358614,T,0
WV,1,2012,2,357002,F,5778
WV,1,2012,2,357002,T,0
WV,1,2013,1,357279,T,0
WV,1,2013,1,357279,F,5673
WV,1,2013,2,375411,T,0
WV,1,2013,2,375411,F,5551
WV,1,2014,1,514188,T,0
WV,1,2014,1,514188,F,7273
WV,1,2014,2,522491,F,9906
WV,1,2014,2,522491,T,0
WV,1,2015,1,538601,T,0
WV,1,2015,1,538601,F,9468
WV,1,2015,2,548380,F,9372
WV,1,2015,2,548380,T,0
WV,1,2016,1,573178,F,11888
WV,1,2016,1,573178,T,0
WV,1,2016,2,567064,T,0
WV,1,2016,2,567064,F,10635
WY,0,2011,1,73397,T,0
WY,0,2011,1,73397,F,1010
WY,0,2011,2,72758,T,0
WY,0,2011,2,72758,F,1027
WY,0,2012,1,72866,T,0
WY,0,2012,1,72866,F,1225
WY,0,2012,2,73059,T,0
WY,0,2012,2,73059,F,1140
WY,0,2013,1,72386,T,0
WY,0,2013,1,72386,F,847
WY,0,2013,2,71908,T,0
WY,0,2013,2,71908,F,1150
WY,0,2014,1,67094,T,0
WY,0,2014,1,67094,F,949
WY,0,2014,2,71535,T,0
WY,0,2014,2,71535,F,1149
WY,0,2015,1,65445,T,0
WY,0,2015,1,65445,F,1215
WY,0,2015,2,64508,T,0
WY,0,2015,2,64508,F,966
WY,0,2016,1,64048,T,0
WY,0,2016,1,64048,F,480
WY,0,2016,2,61925,T,0
WY,0,2016,2,61925,F,1425
